,period,company,tickers,indicator,unit,amount
11301,2015 Q3,"Amtrust Financial Services, Inc.","AFSI, AFSI^A, AFSI^B, AFSI^C, AFSI^D, AFSI^E, AFSI^F, AFSS, AFST",Final Revenue,US Dollar,"1,229,658,000"
11309,2015 Q4,"Amtrust Financial Services, Inc.","AFSI, AFSI^A, AFSI^B, AFSI^C, AFSI^D, AFSI^E, AFSI^F, AFSS, AFST",Final Revenue,US Dollar,"1,172,063,000"
11318,2016 Q1,"Amtrust Financial Services, Inc.","AFSI, AFSI^A, AFSI^B, AFSI^C, AFSI^D, AFSI^E, AFSI^F, AFSS, AFST",Final Revenue,US Dollar,"1,260,477,000"
11326,2016 Q2,"Amtrust Financial Services, Inc.","AFSI, AFSI^A, AFSI^B, AFSI^C, AFSI^D, AFSI^E, AFSI^F, AFSS, AFST",Final Revenue,US Dollar,"1,385,866,000"
11334,2016 Q3,"Amtrust Financial Services, Inc.","AFSI, AFSI^A, AFSI^B, AFSI^C, AFSI^D, AFSI^E, AFSI^F, AFSS, AFST",Final Revenue,US Dollar,"1,410,996,000"
11342,2016 Q4,"Amtrust Financial Services, Inc.","AFSI, AFSI^A, AFSI^B, AFSI^C, AFSI^D, AFSI^E, AFSI^F, AFSS, AFST",Final Revenue,US Dollar,"1,393,117,000"
11351,2014 Q1,"AMYRIS, INC.",AMRS,Final Revenue,US Dollar,"6,041,000"
11359,2014 Q2,"AMYRIS, INC.",AMRS,Final Revenue,US Dollar,"9,307,000"
11367,2014 Q3,"AMYRIS, INC.",AMRS,Final Revenue,US Dollar,"16,341,000"
11375,2014 Q4,"AMYRIS, INC.",AMRS,Final Revenue,US Dollar,"11,585,000"
11384,2015 Q1,"AMYRIS, INC.",AMRS,Final Revenue,US Dollar,"7,872,000"
11393,2015 Q2,"AMYRIS, INC.",AMRS,Final Revenue,US Dollar,"7,843,000"
11402,2015 Q3,"AMYRIS, INC.",AMRS,Final Revenue,US Dollar,"8,591,000"
11411,2015 Q4,"AMYRIS, INC.",AMRS,Final Revenue,US Dollar,"9,847,000"
11421,2016 Q1,"AMYRIS, INC.",AMRS,Final Revenue,US Dollar,"8,811,000"
11430,2016 Q2,"AMYRIS, INC.",AMRS,Final Revenue,US Dollar,"9,599,000"
11439,2016 Q3,"AMYRIS, INC.",AMRS,Final Revenue,US Dollar,"26,544,000"
11448,2016 Q4,"AMYRIS, INC.",AMRS,Final Revenue,US Dollar,"22,238,000"
11457,2014 Q1,ANALOG DEVICES INC,ADI,Final Revenue,US Dollar,"694,536,000"
11466,2014 Q2,ANALOG DEVICES INC,ADI,Final Revenue,US Dollar,"727,752,000"
11475,2014 Q3,ANALOG DEVICES INC,ADI,Final Revenue,US Dollar,"814,247,000"
11485,2014 Q4,ANALOG DEVICES INC,ADI,Final Revenue,US Dollar,"771,986,000"
11494,2015 Q1,ANALOG DEVICES INC,ADI,Final Revenue,US Dollar,"821,019,000"
11503,2015 Q2,ANALOG DEVICES INC,ADI,Final Revenue,US Dollar,"863,365,000"
11512,2015 Q3,ANALOG DEVICES INC,ADI,Final Revenue,US Dollar,"978,722,000"
11522,2015 Q4,ANALOG DEVICES INC,ADI,Final Revenue,US Dollar,"769,429,000"
11531,2016 Q1,ANALOG DEVICES INC,ADI,Final Revenue,US Dollar,"778,766,000"
11540,2016 Q2,ANALOG DEVICES INC,ADI,Final Revenue,US Dollar,"869,591,000"
11549,2016 Q3,ANALOG DEVICES INC,ADI,Final Revenue,US Dollar,"1,003,623,000"
11559,2016 Q4,ANALOG DEVICES INC,ADI,Final Revenue,US Dollar,"984,449,000"
11568,2014 Q1,ANALOGIC CORP,ALOG,Final Revenue,US Dollar,"124,000,000"
11577,2014 Q2,ANALOGIC CORP,ALOG,Final Revenue,US Dollar,"142,000,000"
11587,2014 Q3,ANALOGIC CORP,ALOG,Final Revenue,US Dollar,"118,300,000"
11596,2014 Q4,ANALOGIC CORP,ALOG,Final Revenue,US Dollar,"133,900,000"
11605,2015 Q1,ANALOGIC CORP,ALOG,Final Revenue,US Dollar,"133,600,000"
11614,2015 Q2,ANALOGIC CORP,ALOG,Final Revenue,US Dollar,"154,500,000"
11624,2015 Q3,ANALOGIC CORP,ALOG,Final Revenue,US Dollar,"114,948,000"
11633,2015 Q4,ANALOGIC CORP,ALOG,Final Revenue,US Dollar,"127,869,000"
11642,2016 Q1,ANALOGIC CORP,ALOG,Final Revenue,US Dollar,"127,980,000"
11651,2016 Q2,ANALOGIC CORP,ALOG,Final Revenue,US Dollar,"138,100,000"
11661,2016 Q3,ANALOGIC CORP,ALOG,Final Revenue,US Dollar,"121,118,000"
11670,2016 Q4,ANALOGIC CORP,ALOG,Final Revenue,US Dollar,"131,534,000"
11677,2016 Q1,ANAPTYSBIO INC,ANAB,Final Revenue,US Dollar,"4,866,000"
11790,2014 Q1,"Andersons, Inc.",ANDE,Final Revenue,US Dollar,"8,282,000"
11798,2014 Q2,"Andersons, Inc.",ANDE,Final Revenue,US Dollar,"3,659,000"
11806,2014 Q3,"Andersons, Inc.",ANDE,Final Revenue,US Dollar,"1,045,000"
11814,2014 Q4,"Andersons, Inc.",ANDE,Final Revenue,US Dollar,"-6,827,000"
11822,2015 Q1,"Andersons, Inc.",ANDE,Final Revenue,US Dollar,"918,225,000"
11830,2015 Q2,"Andersons, Inc.",ANDE,Final Revenue,US Dollar,"831,000"
11838,2015 Q3,"Andersons, Inc.",ANDE,Final Revenue,US Dollar,"845,000"
11846,2015 Q4,"Andersons, Inc.",ANDE,Final Revenue,US Dollar,"1,183,473,000"
11855,2016 Q1,"Andersons, Inc.",ANDE,Final Revenue,US Dollar,0
11864,2016 Q2,"Andersons, Inc.",ANDE,Final Revenue,US Dollar,"643,000"
11872,2016 Q3,"Andersons, Inc.",ANDE,Final Revenue,US Dollar,"859,612,000"
11880,2016 Q4,"Andersons, Inc.",ANDE,Final Revenue,US Dollar,"1,113,055,000"
11886,2014 Q3,ANDES 7 INC.,ANDE,Final Revenue,US Dollar,"123,444,726"
11896,2015 Q3,ANDES 7 INC.,ANDE,Final Revenue,US Dollar,"119,107,098"
11907,2016 Q1,ANDES 7 INC.,ANDE,Final Revenue,US Dollar,0
11913,2016 Q2,ANDES 7 INC.,ANDE,Final Revenue,US Dollar,0
11961,2014 Q1,ANGIODYNAMICS INC,ANGO,Final Revenue,US Dollar,"86,597,000"
11970,2014 Q2,ANGIODYNAMICS INC,ANGO,Final Revenue,US Dollar,"94,060,000"
11980,2014 Q3,ANGIODYNAMICS INC,ANGO,Final Revenue,US Dollar,"87,091,000"
11989,2014 Q4,ANGIODYNAMICS INC,ANGO,Final Revenue,US Dollar,"92,149,000"
11998,2015 Q1,ANGIODYNAMICS INC,ANGO,Final Revenue,US Dollar,"86,597,000"
12007,2015 Q2,ANGIODYNAMICS INC,ANGO,Final Revenue,US Dollar,"90,697,000"
12017,2015 Q3,ANGIODYNAMICS INC,ANGO,Final Revenue,US Dollar,"83,753,000"
12026,2015 Q4,ANGIODYNAMICS INC,ANGO,Final Revenue,US Dollar,"89,284,000"
12035,2016 Q1,ANGIODYNAMICS INC,ANGO,Final Revenue,US Dollar,"87,434,000"
12044,2016 Q2,ANGIODYNAMICS INC,ANGO,Final Revenue,US Dollar,"93,419,000"
12054,2016 Q3,ANGIODYNAMICS INC,ANGO,Final Revenue,US Dollar,"88,098,000"
12063,2016 Q4,ANGIODYNAMICS INC,ANGO,Final Revenue,US Dollar,"89,029,000"
12073,2014 Q1,"Anika Therapeutics, Inc.",ANIK,Final Revenue,US Dollar,"34,010,000"
12082,2014 Q2,"Anika Therapeutics, Inc.",ANIK,Final Revenue,US Dollar,"26,275,000"
12091,2014 Q3,"Anika Therapeutics, Inc.",ANIK,Final Revenue,US Dollar,"22,055,000"
12100,2014 Q4,"Anika Therapeutics, Inc.",ANIK,Final Revenue,US Dollar,"23,255,000"
12110,2015 Q1,"Anika Therapeutics, Inc.",ANIK,Final Revenue,US Dollar,"15,520,000"
12119,2015 Q2,"Anika Therapeutics, Inc.",ANIK,Final Revenue,US Dollar,"22,904,000"
12128,2015 Q3,"Anika Therapeutics, Inc.",ANIK,Final Revenue,US Dollar,"23,681,000"
12137,2015 Q4,"Anika Therapeutics, Inc.",ANIK,Final Revenue,US Dollar,"30,894,000"
12147,2016 Q1,"Anika Therapeutics, Inc.",ANIK,Final Revenue,US Dollar,"22,283,000"
12156,2016 Q2,"Anika Therapeutics, Inc.",ANIK,Final Revenue,US Dollar,"26,581,000"
12165,2016 Q3,"Anika Therapeutics, Inc.",ANIK,Final Revenue,US Dollar,"25,789,000"
12174,2016 Q4,"Anika Therapeutics, Inc.",ANIK,Final Revenue,US Dollar,"28,726,000"
12184,2014 Q1,ANI PHARMACEUTICALS INC,ANIP,Final Revenue,US Dollar,"10,899,000"
12191,2014 Q2,ANI PHARMACEUTICALS INC,ANIP,Final Revenue,US Dollar,"6,647,000"
12198,2014 Q3,ANI PHARMACEUTICALS INC,ANIP,Final Revenue,US Dollar,"17,387,000"
12205,2014 Q4,ANI PHARMACEUTICALS INC,ANIP,Final Revenue,US Dollar,"21,037,000"
12213,2015 Q1,ANI PHARMACEUTICALS INC,ANIP,Final Revenue,US Dollar,"18,799,000"
12220,2015 Q2,ANI PHARMACEUTICALS INC,ANIP,Final Revenue,US Dollar,"19,516,000"
12227,2015 Q3,ANI PHARMACEUTICALS INC,ANIP,Final Revenue,US Dollar,"19,972,000"
12234,2015 Q4,ANI PHARMACEUTICALS INC,ANIP,Final Revenue,US Dollar,"18,035,000"
12242,2016 Q1,ANI PHARMACEUTICALS INC,ANIP,Final Revenue,US Dollar,"20,555,000"
12249,2016 Q2,ANI PHARMACEUTICALS INC,ANIP,Final Revenue,US Dollar,"31,337,000"
12256,2016 Q3,ANI PHARMACEUTICALS INC,ANIP,Final Revenue,US Dollar,"38,525,000"
12263,2016 Q4,ANI PHARMACEUTICALS INC,ANIP,Final Revenue,US Dollar,"38,205,000"
12271,2014 Q1,ANSYS INC,ANSS,Final Revenue,US Dollar,"215,271,000"
12280,2014 Q2,ANSYS INC,ANSS,Final Revenue,US Dollar,"232,375,000"
12289,2014 Q3,ANSYS INC,ANSS,Final Revenue,US Dollar,"234,000,000"
12298,2014 Q4,ANSYS INC,ANSS,Final Revenue,US Dollar,"254,375,000"
12308,2015 Q1,ANSYS INC,ANSS,Final Revenue,US Dollar,"217,781,000"
12317,2015 Q2,ANSYS INC,ANSS,Final Revenue,US Dollar,"235,485,000"
12326,2015 Q3,ANSYS INC,ANSS,Final Revenue,US Dollar,"237,840,000"
12335,2015 Q4,ANSYS INC,ANSS,Final Revenue,US Dollar,"251,647,000"
12345,2016 Q1,ANSYS INC,ANSS,Final Revenue,US Dollar,"225,906,000"
12354,2016 Q2,ANSYS INC,ANSS,Final Revenue,US Dollar,"246,069,000"
12363,2016 Q3,ANSYS INC,ANSS,Final Revenue,US Dollar,"245,862,000"
12372,2016 Q4,ANSYS INC,ANSS,Final Revenue,US Dollar,"270,628,000"
12382,2014 Q1,"ANTARES PHARMA, INC.",ATRS,Final Revenue,US Dollar,"5,202,195"
12391,2014 Q2,"ANTARES PHARMA, INC.",ATRS,Final Revenue,US Dollar,"6,326,785"
12400,2014 Q3,"ANTARES PHARMA, INC.",ATRS,Final Revenue,US Dollar,"6,570,581"
12409,2014 Q4,"ANTARES PHARMA, INC.",ATRS,Final Revenue,US Dollar,"8,402,104"
12419,2015 Q1,"ANTARES PHARMA, INC.",ATRS,Final Revenue,US Dollar,"8,348,037"
12428,2015 Q2,"ANTARES PHARMA, INC.",ATRS,Final Revenue,US Dollar,"14,420,391"
12436,2015 Q3,"ANTARES PHARMA, INC.",ATRS,Final Revenue,US Dollar,"11,085,752"
12445,2015 Q4,"ANTARES PHARMA, INC.",ATRS,Final Revenue,US Dollar,"11,803,920"
12453,2016 Q1,"ANTARES PHARMA, INC.",ATRS,Final Revenue,US Dollar,"12,318,772"
12461,2016 Q2,"ANTARES PHARMA, INC.",ATRS,Final Revenue,US Dollar,"12,228,390"
12469,2016 Q3,"ANTARES PHARMA, INC.",ATRS,Final Revenue,US Dollar,"13,478,763"
12478,2016 Q4,"ANTARES PHARMA, INC.",ATRS,Final Revenue,US Dollar,"14,196,121"
12488,2014 Q1,Anthera Pharmaceuticals Inc,ANTH,Final Revenue,US Dollar,0
12495,2014 Q2,Anthera Pharmaceuticals Inc,ANTH,Final Revenue,US Dollar,0
12502,2014 Q3,Anthera Pharmaceuticals Inc,ANTH,Final Revenue,US Dollar,0
12509,2014 Q4,Anthera Pharmaceuticals Inc,ANTH,Final Revenue,US Dollar,0
12517,2015 Q1,Anthera Pharmaceuticals Inc,ANTH,Final Revenue,US Dollar,"245,000"
12524,2015 Q2,Anthera Pharmaceuticals Inc,ANTH,Final Revenue,US Dollar,"289,000"
12531,2015 Q3,Anthera Pharmaceuticals Inc,ANTH,Final Revenue,US Dollar,"733,000"
12538,2015 Q4,Anthera Pharmaceuticals Inc,ANTH,Final Revenue,US Dollar,"1,918,000"
12546,2016 Q1,Anthera Pharmaceuticals Inc,ANTH,Final Revenue,US Dollar,"145,000"
12553,2016 Q2,Anthera Pharmaceuticals Inc,ANTH,Final Revenue,US Dollar,0
12560,2016 Q3,Anthera Pharmaceuticals Inc,ANTH,Final Revenue,US Dollar,0
12567,2016 Q4,Anthera Pharmaceuticals Inc,ANTH,Final Revenue,US Dollar,0
12575,2014 Q1,"AOXIN TIANLI GROUP, INC.",ABAC,Final Revenue,US Dollar,"9,716,629"
12584,2014 Q2,"AOXIN TIANLI GROUP, INC.",ABAC,Final Revenue,US Dollar,"8,074,894"
12593,2014 Q3,"AOXIN TIANLI GROUP, INC.",ABAC,Final Revenue,US Dollar,"11,476,257"
12602,2014 Q4,"AOXIN TIANLI GROUP, INC.",ABAC,Final Revenue,US Dollar,"9,265,694"
12612,2015 Q1,"AOXIN TIANLI GROUP, INC.",ABAC,Final Revenue,US Dollar,"9,588,415"
12621,2015 Q2,"AOXIN TIANLI GROUP, INC.",ABAC,Final Revenue,US Dollar,"9,851,501"
12630,2015 Q3,"AOXIN TIANLI GROUP, INC.",ABAC,Final Revenue,US Dollar,"9,176,510"
12639,2015 Q4,"AOXIN TIANLI GROUP, INC.",ABAC,Final Revenue,US Dollar,"8,751,530"
12649,2016 Q1,"AOXIN TIANLI GROUP, INC.",ABAC,Final Revenue,US Dollar,"9,059,268"
12658,2016 Q2,"AOXIN TIANLI GROUP, INC.",ABAC,Final Revenue,US Dollar,"9,610,789"
12667,2016 Q3,"AOXIN TIANLI GROUP, INC.",ABAC,Final Revenue,US Dollar,"7,841,371"
12676,2016 Q4,"AOXIN TIANLI GROUP, INC.",ABAC,Final Revenue,US Dollar,"7,186,252"
12685,2014 Q1,"APOGEE ENTERPRISES, INC.",APOG,Final Revenue,US Dollar,"214,417,000"
12695,2014 Q2,"APOGEE ENTERPRISES, INC.",APOG,Final Revenue,US Dollar,"210,883,000"
12704,2014 Q3,"APOGEE ENTERPRISES, INC.",APOG,Final Revenue,US Dollar,"231,945,000"
12713,2014 Q4,"APOGEE ENTERPRISES, INC.",APOG,Final Revenue,US Dollar,"244,410,000"
12722,2015 Q1,"APOGEE ENTERPRISES, INC.",APOG,Final Revenue,US Dollar,"246,698,000"
12731,2015 Q2,"APOGEE ENTERPRISES, INC.",APOG,Final Revenue,US Dollar,"239,962,000"
12740,2015 Q3,"APOGEE ENTERPRISES, INC.",APOG,Final Revenue,US Dollar,"240,754,000"
12749,2015 Q4,"APOGEE ENTERPRISES, INC.",APOG,Final Revenue,US Dollar,"238,324,000"
12758,2016 Q1,"APOGEE ENTERPRISES, INC.",APOG,Final Revenue,US Dollar,"262,149,000"
12767,2016 Q2,"APOGEE ENTERPRISES, INC.",APOG,Final Revenue,US Dollar,"247,880,000"
12776,2016 Q3,"APOGEE ENTERPRISES, INC.",APOG,Final Revenue,US Dollar,"278,455,000"
12785,2016 Q4,"APOGEE ENTERPRISES, INC.",APOG,Final Revenue,US Dollar,"274,072,000"
12795,2014 Q1,"Apollo Endosurgery, Inc.",APEN,Final Revenue,US Dollar,"1,719,376"
12801,2014 Q2,"Apollo Endosurgery, Inc.",APEN,Final Revenue,US Dollar,"1,332,093"
12807,2014 Q3,"Apollo Endosurgery, Inc.",APEN,Final Revenue,US Dollar,"1,110,464"
12813,2014 Q4,"Apollo Endosurgery, Inc.",APEN,Final Revenue,US Dollar,"918,530"
12820,2015 Q1,"Apollo Endosurgery, Inc.",APEN,Final Revenue,US Dollar,"783,901"
12826,2015 Q2,"Apollo Endosurgery, Inc.",APEN,Final Revenue,US Dollar,"747,621"
12832,2015 Q3,"Apollo Endosurgery, Inc.",APEN,Final Revenue,US Dollar,"61,254"
12838,2015 Q4,"Apollo Endosurgery, Inc.",APEN,Final Revenue,US Dollar,"66,197,224"
12845,2016 Q1,"Apollo Endosurgery, Inc.",APEN,Final Revenue,US Dollar,"16,277,000"
12854,2016 Q2,"Apollo Endosurgery, Inc.",APEN,Final Revenue,US Dollar,"17,341,000"
12863,2016 Q3,"Apollo Endosurgery, Inc.",APEN,Final Revenue,US Dollar,"23,807"
12869,2016 Q4,"Apollo Endosurgery, Inc.",APEN,Final Revenue,US Dollar,"31,226,193"
12880,2014 Q2,"Apollo Medical Holdings, Inc.",AMEH,Final Revenue,US Dollar,"4,094,486"
12888,2014 Q3,"Apollo Medical Holdings, Inc.",AMEH,Final Revenue,US Dollar,"11,665,294"
12896,2014 Q4,"Apollo Medical Holdings, Inc.",AMEH,Final Revenue,US Dollar,"7,642,474"
12904,2015 Q1,"Apollo Medical Holdings, Inc.",AMEH,Final Revenue,US Dollar,"9,587,488"
12912,2015 Q2,"Apollo Medical Holdings, Inc.",AMEH,Final Revenue,US Dollar,"10,204,125"
12917,2015 Q3,"Apollo Medical Holdings, Inc.",AMEH,Final Revenue,US Dollar,"11,369,607"
12923,2015 Q4,"Apollo Medical Holdings, Inc.",AMEH,Final Revenue,US Dollar,"10,659,708"
12931,2016 Q1,"Apollo Medical Holdings, Inc.",AMEH,Final Revenue,US Dollar,"11,815,300"
12940,2016 Q2,"Apollo Medical Holdings, Inc.",AMEH,Final Revenue,US Dollar,"12,371,673"
12948,2016 Q3,"Apollo Medical Holdings, Inc.",AMEH,Final Revenue,US Dollar,"14,622,656"
12956,2016 Q4,"Apollo Medical Holdings, Inc.",AMEH,Final Revenue,US Dollar,"15,674,876"
12963,2014 Q2,APPFOLIO INC,APPF,Final Revenue,US Dollar,"11,594,000"
12967,2014 Q3,APPFOLIO INC,APPF,Final Revenue,US Dollar,"13,024,000"
12975,2015 Q1,APPFOLIO INC,APPF,Final Revenue,US Dollar,"15,848,000"
12980,2015 Q2,APPFOLIO INC,APPF,Final Revenue,US Dollar,"18,425,000"
12987,2015 Q3,APPFOLIO INC,APPF,Final Revenue,US Dollar,"20,305,000"
12994,2015 Q4,APPFOLIO INC,APPF,Final Revenue,US Dollar,"20,399,000"
13001,2016 Q1,APPFOLIO INC,APPF,Final Revenue,US Dollar,"23,211,000"
13008,2016 Q2,APPFOLIO INC,APPF,Final Revenue,US Dollar,"26,203,000"
13015,2016 Q3,APPFOLIO INC,APPF,Final Revenue,US Dollar,"28,162,000"
13022,2016 Q4,APPFOLIO INC,APPF,Final Revenue,US Dollar,"28,010,000"
13029,2014 Q1,APPLE INC,AAPL,Final Revenue,US Dollar,"45,646,000,000"
13038,2014 Q2,APPLE INC,AAPL,Final Revenue,US Dollar,"37,432,000,000"
13047,2014 Q3,APPLE INC,AAPL,Final Revenue,US Dollar,"42,123,000,000"
13057,2014 Q4,APPLE INC,AAPL,Final Revenue,US Dollar,"74,599,000,000"
13066,2015 Q1,APPLE INC,AAPL,Final Revenue,US Dollar,"58,010,000,000"
13075,2015 Q2,APPLE INC,AAPL,Final Revenue,US Dollar,"49,605,000,000"
13084,2015 Q3,APPLE INC,AAPL,Final Revenue,US Dollar,"51,501,000,000"
13094,2015 Q4,APPLE INC,AAPL,Final Revenue,US Dollar,"75,872,000,000"
13103,2016 Q1,APPLE INC,AAPL,Final Revenue,US Dollar,"50,557,000,000"
13112,2016 Q2,APPLE INC,AAPL,Final Revenue,US Dollar,"42,358,000,000"
13121,2016 Q3,APPLE INC,AAPL,Final Revenue,US Dollar,"46,852,000,000"
13131,2016 Q4,APPLE INC,AAPL,Final Revenue,US Dollar,"78,351,000,000"
13140,2014 Q1,APPLIANCE RECYCLING CENTERS OF AMERICA INC /MN,ARCI,Final Revenue,US Dollar,"33,108,000"
13148,2014 Q2,APPLIANCE RECYCLING CENTERS OF AMERICA INC /MN,ARCI,Final Revenue,US Dollar,"32,833,000"
13156,2014 Q3,APPLIANCE RECYCLING CENTERS OF AMERICA INC /MN,ARCI,Final Revenue,US Dollar,"33,227,000"
13162,2014 Q4,APPLIANCE RECYCLING CENTERS OF AMERICA INC /MN,ARCI,Final Revenue,US Dollar,"31,762,000"
13168,2015 Q1,APPLIANCE RECYCLING CENTERS OF AMERICA INC /MN,ARCI,Final Revenue,US Dollar,"27,538,000"
13176,2015 Q2,APPLIANCE RECYCLING CENTERS OF AMERICA INC /MN,ARCI,Final Revenue,US Dollar,"30,164,000"
13184,2015 Q3,APPLIANCE RECYCLING CENTERS OF AMERICA INC /MN,ARCI,Final Revenue,US Dollar,"28,129,000"
13192,2015 Q4,APPLIANCE RECYCLING CENTERS OF AMERICA INC /MN,ARCI,Final Revenue,US Dollar,"26,008,000"
13201,2016 Q1,APPLIANCE RECYCLING CENTERS OF AMERICA INC /MN,ARCI,Final Revenue,US Dollar,"25,345,000"
13210,2016 Q2,APPLIANCE RECYCLING CENTERS OF AMERICA INC /MN,ARCI,Final Revenue,US Dollar,"24,756,000"
13218,2016 Q3,APPLIANCE RECYCLING CENTERS OF AMERICA INC /MN,ARCI,Final Revenue,US Dollar,"27,356,000"
13226,2016 Q4,APPLIANCE RECYCLING CENTERS OF AMERICA INC /MN,ARCI,Final Revenue,US Dollar,"26,132,000"
13234,2014 Q1,APPLIED DNA SCIENCES INC,"APDN, APDNW",Final Revenue,US Dollar,"637,146"
13241,2014 Q2,APPLIED DNA SCIENCES INC,"APDN, APDNW",Final Revenue,US Dollar,"841,197"
13248,2014 Q3,APPLIED DNA SCIENCES INC,"APDN, APDNW",Final Revenue,US Dollar,"645,527"
13256,2014 Q4,APPLIED DNA SCIENCES INC,"APDN, APDNW",Final Revenue,US Dollar,"1,241,802"
13263,2015 Q1,APPLIED DNA SCIENCES INC,"APDN, APDNW",Final Revenue,US Dollar,"1,518,761"
13270,2015 Q2,APPLIED DNA SCIENCES INC,"APDN, APDNW",Final Revenue,US Dollar,"2,267,671"
13277,2015 Q3,APPLIED DNA SCIENCES INC,"APDN, APDNW",Final Revenue,US Dollar,"3,980,265"
13285,2015 Q4,APPLIED DNA SCIENCES INC,"APDN, APDNW",Final Revenue,US Dollar,"1,324,114"
13292,2016 Q1,APPLIED DNA SCIENCES INC,"APDN, APDNW",Final Revenue,US Dollar,"573,322"
13299,2016 Q2,APPLIED DNA SCIENCES INC,"APDN, APDNW",Final Revenue,US Dollar,"652,896"
13306,2016 Q3,APPLIED DNA SCIENCES INC,"APDN, APDNW",Final Revenue,US Dollar,"1,636,095"
13314,2016 Q4,APPLIED DNA SCIENCES INC,"APDN, APDNW",Final Revenue,US Dollar,"903,008"
13321,2014 Q1,APPLIED GENETIC TECHNOLOGIES CORP,AGTC,Final Revenue,US Dollar,"232,000"
13328,2014 Q2,APPLIED GENETIC TECHNOLOGIES CORP,AGTC,Final Revenue,US Dollar,"124,000"
13336,2014 Q3,APPLIED GENETIC TECHNOLOGIES CORP,AGTC,Final Revenue,US Dollar,"705,000"
13343,2014 Q4,APPLIED GENETIC TECHNOLOGIES CORP,AGTC,Final Revenue,US Dollar,"652,000"
13350,2015 Q1,APPLIED GENETIC TECHNOLOGIES CORP,AGTC,Final Revenue,US Dollar,"284,000"
13357,2015 Q2,APPLIED GENETIC TECHNOLOGIES CORP,AGTC,Final Revenue,US Dollar,"713,000"
13365,2015 Q3,APPLIED GENETIC TECHNOLOGIES CORP,AGTC,Final Revenue,US Dollar,"11,062,000"
13372,2015 Q4,APPLIED GENETIC TECHNOLOGIES CORP,AGTC,Final Revenue,US Dollar,"12,189,000"
13379,2016 Q1,APPLIED GENETIC TECHNOLOGIES CORP,AGTC,Final Revenue,US Dollar,"11,997,000"
13386,2016 Q2,APPLIED GENETIC TECHNOLOGIES CORP,AGTC,Final Revenue,US Dollar,"12,113,000"
13394,2016 Q3,APPLIED GENETIC TECHNOLOGIES CORP,AGTC,Final Revenue,US Dollar,"11,806,000"
13401,2016 Q4,APPLIED GENETIC TECHNOLOGIES CORP,AGTC,Final Revenue,US Dollar,"10,933,000"
13409,2014 Q1,"APPLIED OPTOELECTRONICS, INC.",AAOI,Final Revenue,US Dollar,"24,859,000"
13418,2014 Q2,"APPLIED OPTOELECTRONICS, INC.",AAOI,Final Revenue,US Dollar,"32,650,000"
13427,2014 Q3,"APPLIED OPTOELECTRONICS, INC.",AAOI,Final Revenue,US Dollar,"36,549,000"
13436,2014 Q4,"APPLIED OPTOELECTRONICS, INC.",AAOI,Final Revenue,US Dollar,"36,391,000"
13446,2015 Q1,"APPLIED OPTOELECTRONICS, INC.",AAOI,Final Revenue,US Dollar,"30,234,000"
13455,2015 Q2,"APPLIED OPTOELECTRONICS, INC.",AAOI,Final Revenue,US Dollar,"49,632,000"
13464,2015 Q3,"APPLIED OPTOELECTRONICS, INC.",AAOI,Final Revenue,US Dollar,"57,085,000"
13473,2015 Q4,"APPLIED OPTOELECTRONICS, INC.",AAOI,Final Revenue,US Dollar,"52,952,000"
13483,2016 Q1,"APPLIED OPTOELECTRONICS, INC.",AAOI,Final Revenue,US Dollar,"50,422,000"
13492,2016 Q2,"APPLIED OPTOELECTRONICS, INC.",AAOI,Final Revenue,US Dollar,"55,254,000"
13501,2016 Q3,"APPLIED OPTOELECTRONICS, INC.",AAOI,Final Revenue,US Dollar,"70,137,000"
13510,2016 Q4,"APPLIED OPTOELECTRONICS, INC.",AAOI,Final Revenue,US Dollar,"84,900,000"
13601,2015 Q1,Apptio Inc,APTI,Final Revenue,US Dollar,"30,471,000"
13605,2015 Q2,Apptio Inc,APTI,Final Revenue,US Dollar,"31,684,000"
13610,2015 Q3,Apptio Inc,APTI,Final Revenue,US Dollar,"32,254,000"
13617,2015 Q4,Apptio Inc,APTI,Final Revenue,US Dollar,"34,842,000"
13623,2016 Q1,Apptio Inc,APTI,Final Revenue,US Dollar,"36,843,000"
13628,2016 Q2,Apptio Inc,APTI,Final Revenue,US Dollar,"38,779,000"
13635,2016 Q3,Apptio Inc,APTI,Final Revenue,US Dollar,"40,627,000"
13644,2016 Q4,Apptio Inc,APTI,Final Revenue,US Dollar,"44,320,000"
13654,2014 Q1,"APRICUS BIOSCIENCES, INC.",APRI,Final Revenue,US Dollar,0
13663,2014 Q2,"APRICUS BIOSCIENCES, INC.",APRI,Final Revenue,US Dollar,"5,454,000"
13672,2014 Q3,"APRICUS BIOSCIENCES, INC.",APRI,Final Revenue,US Dollar,"1,898,000"
13681,2014 Q4,"APRICUS BIOSCIENCES, INC.",APRI,Final Revenue,US Dollar,"1,907,000"
13691,2015 Q1,"APRICUS BIOSCIENCES, INC.",APRI,Final Revenue,US Dollar,"475,000"
13700,2015 Q2,"APRICUS BIOSCIENCES, INC.",APRI,Final Revenue,US Dollar,"462,000"
13709,2015 Q3,"APRICUS BIOSCIENCES, INC.",APRI,Final Revenue,US Dollar,"1,273,000"
13718,2015 Q4,"APRICUS BIOSCIENCES, INC.",APRI,Final Revenue,US Dollar,"2,629,000"
13728,2016 Q1,"APRICUS BIOSCIENCES, INC.",APRI,Final Revenue,US Dollar,"626,000"
